[2026-07-12 19:29:44] [Ensayo] A new study created in memory with name: dt_optimization
[2026-07-12 19:30:59] [Ensayo] Trial 65 finished with value: 0.3730131371966919 and parameters: {'criterion': 'entropy', 'max_depth': 14, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 0.5575682709817141, 'min_impurity_decrease': 0.0003283049909218342, 'ccp_alpha': 0.0005207950116392172}. Best is trial 55 with value: 0.39509989134523993.
[2026-07-12 19:31:00] [Ensayo] Trial 66 finished with value: 0.35030517829812186 and parameters: {'criterion': 'entropy', 'max_depth': 14, 'min_samples_split': 10, 'min_samples_leaf': 7, 'max_features': 0.560453405421079, 'min_impurity_decrease': 0.00122045505032465, 'ccp_alpha': 0.0003638314554987379}. Best is trial 55 with value: 0.39509989134523993.
[2026-07-12 19:31:01] [Ensayo] Trial 67 finished with value: 0.3472122948734108 and parameters: {'criterion': 'gini', 'max_depth': 14, 'min_samples_split': 8, 'min_samples_leaf': 8, 'max_features': 0.5228021720541582, 'min_impurity_decrease': 0.00033361140190880164, 'ccp_alpha': 0.0006211150536826503}. Best is trial 55 with value: 0.39509989134523993.
[2026-07-12 19:31:02] [Ensayo] Trial 68 finished with value: 0.34036012648283726 and parameters: {'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 9, 'min_samples_leaf': 9, 'max_features': 0.49915554428603015, 'min_impurity_decrease': 0.0021439604189404543, 'ccp_alpha': 0.0005231259619577057}. Best is trial 55 with value: 0.39509989134523993.
[2026-07-12 19:31:04] [Ensayo] Trial 69 finished with value: 0.3178217564229673 and parameters: {'criterion': 'entropy', 'max_depth': 13, 'min_samples_split': 9, 'min_samples_leaf': 4, 'max_features': 0.6232854697674739, 'min_impurity_decrease': 0.0014368090617436222, 'ccp_alpha': 0.0039009381375597002}. Best is trial 55 with value: 0.39509989134523993.
[2026-07-12 19:31:05] [Ensayo] Trial 70 finished with value: 0.3668228954922691 and parameters: {'criterion': 'entropy', 'max_depth': 12, 'min_samples_split': 10, 'min_samples_leaf': 7, 'max_features': 0.5890060076166538, 'min_impurity_decrease': 0.0008190222618557977, 'ccp_alpha': 0.0002020692237270973}. Best is trial 55 with value: 0.39509989134523993.
[2026-07-12 19:31:07] [Ensayo] Trial 71 finished with value: 0.3617974532318601 and parameters: {'criterion': 'entropy', 'max_depth': 14, 'min_samples_split': 11, 'min_samples_leaf': 2, 'max_features': 0.549860526591652, 'min_impurity_decrease': 0.00030903152198895307, 'ccp_alpha': 0.0008588574002199005}. Best is trial 55 with value: 0.39509989134523993.
[2026-07-12 19:31:08] [Ensayo] Trial 72 finished with value: 0.3618570219233045 and parameters: {'criterion': 'entropy', 'max_depth': 12, 'min_samples_split': 7, 'min_samples_leaf': 6, 'max_features': 0.5397809571828813, 'min_impurity_decrease': 0.0003198031028172451, 'ccp_alpha': 0.0007081003290009448}. Best is trial 55 with value: 0.39509989134523993.
[2026-07-12 19:31:09] [Ensayo] Trial 73 finished with value: 0.35519660107776385 and parameters: {'criterion': 'entropy', 'max_depth': 13, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 0.5078300500422511, 'min_impurity_decrease': 0.0011437014319615987, 'ccp_alpha': 0.0002767265898853098}. Best is trial 55 with value: 0.39509989134523993.
[2026-07-12 19:31:10] [Ensayo] Trial 74 finished with value: 0.3548588397005755 and parameters: {'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 6, 'min_samples_leaf': 5, 'max_features': 0.4685563333473345, 'min_impurity_decrease': 0.0006276745556053229, 'ccp_alpha': 0.00044872358547897617}. Best is trial 55 with value: 0.39509989134523993.
